కాగా	CC	O	O
,	SYM	O	O
మసాచుసెట్స్‌	NNP	B-LOC	B-LOC
కు	PSP	O	O
చెందిన	VM	O	O
ఇన్‌	NN	O	O
స్టిట్యూట్	NN	O	O
ఆఫ్	NN	O	O
టెక్నాలజీ	NNP	O	O
జాబితాలో	NN	O	O
అగ్రస్థానాన్ని	NN	O	O
తిరిగి	VM	O	O
నిలబెట్టుకుంది	VM	O	O
.	SYM	O	O

ఈ	DEM	O	O
క్రమంలోనే	NN	O	O
ప్రధాన	JJ	O	O
షేర్లలో	NN	O	O
చోటుచేసుకున్న	VM	O	O
అమ్మకాల	NN	O	O
ఒత్తిడి	NN	O	O
మదుపరుల	NN	O	O
సంపదను	NN	O	O
ఆవిరి	NN	O	O
చేసింది	VM	O	O
.	SYM	O	O

ఇరు	PRP	O	O
రాష్ట్రాల	NN	O	O
వివాదాలను	NN	O	O
కేంద్రమే	NN	O	O
పరిష్కరించాలని	VM	O	O
సిఎస్	NN	O	O
పేర్కొన్నారు	VM	O	O
.	SYM	O	O

ప్రధానిగా	RB	O	O
నరేంద్ర	NNP	B-PERSON	B-PERSON
మోదీ	NNP	I-PERSON	I-PERSON
అధికారం	NN	O	O
చేపట్టి	VM	O	O
వంద	QC	B-MISC	B-MISC
రోజులయింది	VM	I-MISC	O
.	SYM	O	O

ముల్కనూర్	NNP	B-LOC	B-LOC
లో	PSP	O	O
కిష్టాబాయి	NNP	B-PERSON	B-LOC
అనే	UT	O	O
నిరుపేద	NN	O	O
మహిళకు	NN	O	O
దాదాపు	NN	O	O
10	QC	B-MISC	B-MISC
రోజుల్లో	NN	I-MISC	I-MISC
మోడల్	NN	O	O
ఇళ్లు	NN	O	O
నిర్మించి	VM	O	O
ఇవ్వగా	RB	O	O
,	SYM	O	O
82	QC	B-MISC	B-MISC
మంది	CL	O	O
నిరుపేదలు	NN	O	O
ఇళ్లు	NN	O	O
కూల్చివేసు	NN	O	O
కోగా	VM	O	O
,	SYM	O	O
వారిని	PRP	O	O
పట్టించుకునే	VM	O	O
దిక్కే	NN	O	O
లేకుండా	VM	O	O
పోయంది	VM	O	O
.	SYM	O	O

డైరెక్టర్	NN	O	O
తో	PSP	O	O
సహా	RP	O	O
అందరూ	PRP	O	O
హాపీ	NN	O	O
ఫీలయ్యారు	VM	O	O
.	SYM	O	O

స్వైన్	NN	O	O
ఫ్లూ	NN	O	O
లక్షణాలు	NN	O	O
కలిగిన	VM	O	O
19	QC	B-MISC	B-MISC
మంది	CL	O	O
ఆసుపత్రిలో	NN	O	O
చేరగా	VM	O	O
రోగుల్లో	NN	O	O
భయాందోళనలు	NN	O	O
వ్యక్తమవుతున్నాయి	VM	O	O
.	SYM	O	O

దీంతో	PRP	O	O
తొలి	JJ	O	O
విడతలో	NN	O	O
రంగారెడ్డి	NNP	B-LOC	B-LOC
జిల్లా	NN	O	O
నుంచి	PSP	O	O
వికారాబాద్	NNP	B-LOC	B-LOC
,	SYM	O	O
ఆదిలాబాద్	NNP	B-LOC	B-LOC
జిల్లా	NN	O	O
నుంచి	PSP	O	O
మంచిర్యాల	NNP	B-LOC	B-LOC
,	SYM	O	O
కరీంనగర్	NNP	B-LOC	B-LOC
జిల్లా	NN	O	O
జగిత్యాల	NNP	B-LOC	B-LOC
,	SYM	O	O
నల్లగొండ	NNP	B-LOC	B-LOC
జిల్లా	NN	O	O
నుంచి	PSP	O	O
సూర్యాపేట	NNP	B-LOC	B-LOC
,	SYM	O	O
మహబూబ్‌	NNP	B-LOC	B-LOC
నగర్	NNP	I-LOC	I-LOC
జిల్లా	NN	O	O
నుంచి	PSP	O	O
కర్నూల్	NNP	B-LOC	B-LOC
,	SYM	O	O
ఖమ్మం	NNP	B-LOC	B-LOC
జిల్లా	NN	O	O
నుంచి	PSP	O	O
కొత్తగూడెం	NNP	B-LOC	B-LOC
,	SYM	O	O
మెదక్	NNP	B-LOC	B-LOC
జిల్లా	NN	O	O
నుంచి	PSP	O	O
సిద్దిపేటను	NNP	B-LOC	B-LOC
జిల్లాలుగా	RB	O	O
ఏర్పాటు	NN	O	O
చేయాలని	VM	O	O
సిసిఎల్‌	NN	B-ORG	O
ఎ	NN	I-ORG	O
ప్రతిపాదనలు	NN	O	O
రూపొందించింది	VM	O	O
.	SYM	O	O

ఇప్పటికీ	NST	O	O
కొంత	QF	O	O
మంది	CL	O	O
సభ్యులను	NN	O	O
సస్పెండ్	NN	O	O
చేయగా	VM	O	O
,	SYM	O	O
తాజాగా	RB	O	O
ప్రధాన	JJ	O	O
కార్యదర్శి	NN	O	O
జరోమ్	NNP	B-PERSON	B-PERSON
వాల్కేపైనే	NNP	I-PERSON	I-PERSON
వేటు	NN	O	O
పడింది	VM	O	O
.	SYM	O	O

బొగ్గు	NN	O	O
క్షేత్రాలపై	NN	O	O
నిఘాకు	NN	O	O
ఒక	JJ	O	O
ప్రత్యేక	JJ	O	O
నిఘా	NN	O	O
సంస్ధను	NN	O	O
ఏర్పాటు	NN	O	O
చేస్తామన్నారు	VM	O	O
.	SYM	O	O

ఇదిలా	PRP	O	O
ఉండగా	VM	O	O
ఇబ్రహీంపట్నం	NNP	B-LOC	B-LOC
లోని	NST	O	O
నార్ల	NNP	B-ORG	B-LOC
తాతారావు	NNP	I-ORG	I-LOC
పవర్	NN	I-ORG	O
స్టేషన్	NN	I-ORG	O
తాజాగా	RB	O	O
మరో	QF	O	O
800	QC	B-MISC	B-MISC
మెగావాట్ల	NN	O	O
ఉత్పత్తికి	NN	O	O
విస్తరణ	NN	O	O
పనులు	NN	O	O
చేపడుతోంది	VM	O	O
.	SYM	O	O

ఇదిలావుంటే	VM	O	O
భక్తులకు	NN	O	O
,	SYM	O	O
ప్రజలకు	NN	O	O
ముందస్తు	NN	O	O
సమాచారం	NN	O	O
కోసం	PSP	O	O
తొలిసారిగా	RB	O	O
1800-121-7749	QC	B-MISC	B-MISC
నెంబరులో	NN	O	O
ఏర్పాటైన	VM	O	O
టోల్	NN	O	O
ఫ్రీ	NN	O	O
నంబర్	NN	O	O
తో	PSP	O	O
పాటు	NN	O	O
ప్రత్యేక	JJ	O	O
యాప్	NN	O	O
ను	PSP	O	O
కృష్ణా	NNP	B-LOC	B-LOC
జిల్లా	NN	O	O
కలెక్టర్	NN	O	O
బాబు	NN	B-PERSON	O
,	SYM	O	O
దుర్గగుడి	NN	O	O
ఇవో	NN	O	O
సిహెచ్	NNP	B-PERSON	B-PERSON
నరసింగరావు	NNP	I-PERSON	I-PERSON
సోమవారం	NN	B-MISC	B-MISC
ఉదయం	NN	O	O
లాంఛనంగా	RB	O	O
ప్రారంభించారు	VM	O	O
.	SYM	O	O

పలు	JJ	O	O
గ్రామాలు	NN	O	O
జలదిగ్బంధంలో	NN	O	O
చిక్కుకున్నాయి	VM	O	O
.	SYM	O	O

వైకాపా	NNP	B-ORG	B-LOC
అధినేత	NN	O	O
వైఎస్	NNP	B-PERSON	B-PERSON
జగన్మోహన్	NNP	I-PERSON	I-PERSON
రెడ్డిని	NNP	I-PERSON	I-PERSON
సొంతజిల్లాలో	NN	O	O
రాజకీయంగా	RB	O	O
దెబ్బతీయాలంటే	VM	O	O
ఎమ్మెల్యే	NNP	O	O
ఆదినారాయణరెడ్డి	NNP	B-PERSON	B-PERSON
అవసరం	NN	O	O
పార్టీకి	NN	O	O
ఎంతైనా	WQ	O	O
ఉందని	VM	O	O
లోకేష్	NNP	B-PERSON	B-PERSON
,	SYM	O	O
పార్టీలో	NN	O	O
మరికొంతమంది	NN	O	O
వ్యాఖ్యానిస్తున్నట్లు	VM	O	O
సమాచారం	NN	O	O
.	SYM	O	O

అవును	VM	O	O
అవన్ని	PRP	O	O
నాకు	PRP	O	O
గుర్తుకు	NN	O	O
రాసాగాయి	VM	O	O
.	SYM	O	O

విచారణ	NN	O	O
అనంతరం	NNP	O	O
అందిన	VM	O	O
నివేదిక	NN	O	O
ప్రకారం	NN	O	O
తదుపరి	NN	O	O
చర్యలు	NN	O	O
తీసుకుంటామని	VM	O	O
తెలిపింది	VM	O	O
.	SYM	O	O

ఏపీకి	NNP	B-LOC	B-LOC
జరిగిన	VM	O	O
అన్యాయాన్ని	NN	O	O
సరిదిద్ది	NN	O	O
ఎట్టి	WQ	O	O
పరిస్థితుల్లోనూ	NN	O	O
అగ్రగామిగా	RB	O	O
చేస్తామని	VM	O	O
తెలిపారు	VM	O	O
.	SYM	O	O

పాతకాలం	NN	O	O
నాటి	NST	O	O
బకింగ్	NN	O	O
హామ్	NN	O	O
కెనాల్	NNP	O	B-LOC
పునరుద్ధరణ	NN	O	O
పథకాన్ని	NN	O	O
ఈసారి	NST	O	O
భారీస్థాయిలో	NN	O	O
అమలు	NN	O	O
చేయాలన్న	VM	O	O
ఉద్దేశంతో	NN	O	O
ప్రభుత్వం	NN	O	O
ఉందని	VM	O	O
బాబు	NNP	B-PERSON	B-PERSON
చెప్పారు	VM	O	O
.	SYM	O	O

భారత్	NNP	B-LOC	B-LOC
పాక్	NNP	B-LOC	B-LOC
సరిహద్దుల్లో	NN	O	O
ఉద్రిక్తతలు	NN	O	O
పెరిగిపోయిన	VM	O	O
దృష్ట్యా	NN	O	O
సుసాన్	NN	O	O
అత్యవసరంగా	RB	O	O
పాక్	NNP	B-LOC	B-LOC
పర్యటనకు	NN	O	O
వచ్చారన్న	VM	O	O
వార్తలు	NN	O	O
వస్తున్న	VM	O	O
నేపథ్యంలో	NN	O	O
నవాజ్	NNP	B-PERSON	B-PERSON
షరీప్	NNP	I-PERSON	I-PERSON
రైస్	NNP	B-PERSON	I-PERSON
తో	PSP	O	O
భేటీ	NN	O	O
అయ్యారు	VM	O	O
.	SYM	O	O

2018	QC	B-MISC	B-MISC
నాటికి	NST	O	O
తొలిదశ	NN	O	O
నిర్మాణం	NN	O	O
పూర్తి	NN	O	O
చేయాలని	VM	O	O
లక్ష్యంగా	RB	O	O
పెట్టుకున్నట్టు	VM	O	O
సోమవారం	NN	B-MISC	B-MISC
రాత్రి	NN	O	O
ఇక్కడ	NST	O	O
మీడియాతో	NN	O	O
మాట్లాడుతూ	VM	O	O
చెప్పారు	VM	O	O
.	SYM	O	O

జమ్మూకాశ్మీర్	NNP	B-LOC	B-LOC
ప్రభుత్వం	NN	O	O
సకాలంలో	NN	O	O
స్పందించి	VM	O	O
తమను	PRP	O	O
సురక్షిత	NN	O	O
ప్రాంతాలకు	NN	O	O
తరలించి	VM	O	O
వసతి	NN	O	O
ఏర్పాటు	NN	O	O
చేసిందని	VM	O	O
చెప్పారు	VM	O	O
.	SYM	O	O

చిరకాల	NN	O	O
స్నేహితురాలు	NN	O	O
వోజ్నియాకిపై	NNP	B-PERSON	B-LOC
విజయంతో	NN	O	O
ఆరోసారి	NN	B-MISC	O
యూఎస్‌	NN	O	O
నెగ్గిన	VM	O	O
సెరెనా	NNP	B-PERSON	B-PERSON
మార్టినా	NNP	B-PERSON	I-PERSON
నవ్రతిలోవా	NNP	I-PERSON	I-PERSON
,	SYM	O	O
క్రిస్‌	NNP	B-PERSON	B-PERSON
ఎవర్ట్	NNP	I-PERSON	I-PERSON
లాంటి	JJ	O	O
దిగ్గజాల	NN	O	O
సరసన	NN	O	O
చేరింది	VM	O	O
.	SYM	O	O

అధికార	NN	O	O
పార్టీతో	NN	O	O
పాటు	NN	O	O
విపక్షాలకు	NN	O	O
చెందిన	VM	O	O
ఫ్లోర్	NN	O	O
లీడర్లు	NN	O	O
,	SYM	O	O
కార్పొరేటర్లు	NN	O	O
పలువురు	NN	O	O
బడ్జెట్	NN	O	O
ను	PSP	O	O
కేవలం	NN	O	O
అంకెల	NN	O	O
గారడీగా	RB	O	O
వర్ణించారు	VM	O	O
.	SYM	O	O

కోర్టు	NN	O	O
కేసులు	NN	O	O
ఒక	JJ	O	O
కొలిక్కిరాకముందే	VM	O	O
,	SYM	O	O
మాజీ	NN	O	O
అధ్యక్షుడు	NN	O	O
శ్రీనివాసన్	NNP	B-PERSON	B-PERSON
తమిళనాడు	NNP	B-ORG	B-ORG
క్రికెట్	NN	I-ORG	I-ORG
సంఘం	NN	I-ORG	I-ORG
(	SYM	O	O
టిఎన్‌	NNP	B-ORG	B-ORG
సిఎ	NNP	I-ORG	I-ORG
)	SYM	O	O
అధ్యక్షుడి	NN	O	O
హోదాలో	NN	O	O
పాలక	NN	O	O
మండలి	NN	O	O
సమావేశాలకు	NN	O	O
హాజరు	NN	O	O
కావచ్చా	VM	O	O
?	SYM	O	O

అందుకే	CC	O	O
,	SYM	O	O
ఈ	DEM	O	O
రోజు	NN	O	O
రెండు	QC	B-MISC	B-MISC
తెలుగు	NNP	O	O
రాషాట్రలలోను	NNP	O	B-PERSON
కాళోజీ	NNP	B-PERSON	I-PERSON
శతజయంతిని	NN	O	O
అభిమానులు	NN	O	O
జరుపుకుంటున్నారు	VM	O	O
.	SYM	O	O

ఈ	DEM	O	O
సందర్భంగా	RB	O	O
ఇరువురూ	NN	O	O
మీడియాతో	NN	O	O
మాట్లాడారు	VM	O	O
.	SYM	O	O

నాగావళి	NNP	B-LOC	B-LOC
నదిలో	NN	O	O
కూడా	PSP	O	O
వరద	NN	O	O
ప్రవాహం	NN	O	O
పెరుగువస్తోంది	VM	O	O
.	SYM	O	O

జింబాబ్వే	NNP	B-LOC	B-LOC
పర్యటనకు	NN	O	O
ఎంపిక	NN	O	O
చేసిన	VM	O	O
జట్టులో	NN	O	O
సెలక్టర్లు	NN	O	O
అతనికి	PRP	O	O
స్థానం	NN	O	O
కల్పించలేదు	VM	O	O
.	SYM	O	O

అష్టదిగ్గజములు	NN	O	O
అని	UT	O	O
ప్రఖ్యాతిగాంచిన	NN	O	O
కవులు	NN	O	O
శ్రీ	NNP	B-PERSON	B-PERSON
కృష్ణదేవ	NNP	I-PERSON	I-PERSON
రాయలు	NNP	I-PERSON	I-PERSON
ఆస్థానంలోని	NN	O	O
వారు	PRP	O	O
అనీ	UT	O	O
!	SYM	O	O

ప్రతి	JJ	O	O
ఒక్కరు	NN	O	O
తమోగుణాన్ని	NN	O	O
విడిచిపెట్టి	VM	O	O
జ్ఞాన	NN	O	O
సిద్ధిని	NN	O	O
పొందాలి	VM	O	O
.	SYM	O	O

మేం	PRP	O	O
ఏం	WQ	O	O
చేశామో	VM	O	O
రెండు	QC	B-MISC	B-MISC
రోజుల్లో	NN	I-MISC	I-MISC
మీరే	PRP	O	O
చూస్తారు	VM	O	O
అని	UT	O	O
ఆయన	PRP	O	O
వ్యాఖ్యానించారు	VM	O	O
.	SYM	O	O

ఇలాఉండగా	VM	O	O
రైతుల	NN	O	O
ఆత్మహత్యల	NN	O	O
పట్ల	NN	O	O
ప్రభుత్వ	NN	O	O
నిర్లక్ష్యాన్ని	NN	O	O
నిరసిస్తూ	VM	O	O
మంగళవారం	NN	B-MISC	B-MISC
నుంచి	PSP	O	O
అన్ని	QF	O	O
అసెంబ్లీ	NN	O	O
నియోజకవర్గాల్లో	NN	O	O
ప్రభుత్వ	NN	O	O
దిష్టిబొమ్మలను	NN	O	O
దహనం	NN	O	O
చేయాలని	VM	O	O
తెలంగాణ	NNP	B-ORG	B-LOC
టిడిపి	NNP	I-ORG	B-ORG
అధ్యక్షుడు	NN	O	O
ఎల్	NNP	B-PERSON	B-PERSON
రమణ	NNP	I-PERSON	I-PERSON
,	SYM	O	O
శాసనసభలో	NN	O	O
టిడిపి	NNP	B-ORG	B-ORG
పక్షం	NN	O	O
నాయకుడు	NN	O	O
ఎర్రబెల్లి	NNP	B-PERSON	B-PERSON
దయాకర్	NNP	I-PERSON	I-PERSON
రావు	NNP	I-PERSON	I-PERSON
పిలుపునిచ్చారు	VM	O	O
.	SYM	O	O

ఫోరెన్సిక్	NN	O	O
నిపుణలు	NN	O	O
రాత్రంగా	RB	O	O
పరీక్షలు	NN	O	O
నిర్వహించారు	VM	O	O
.	SYM	O	O

ఎవరి	WQ	O	O
ఆలోచన్లు	NN	O	O
ఎలా	WQ	O	O
ఉన్నా	VM	O	O
మొత్తానికి	NN	O	O
ఉంగరం	NN	O	O
దొరికిందన్న	VM	O	O
ఆనందం	NN	O	O
ఇల్లంతా	NN	O	O
నిండింది	VM	O	O
.	SYM	O	O

రామతులసమ్మ	NN	B-PERSON	O
మాట్లాడుతూ	VM	O	O
ప్రభుత్వ	NN	O	O
సంగీత	NN	O	O
నృత్య	NNP	O	B-PERSON
.	SYM	O	O

ఈ	DEM	O	O
మధ్య	NST	O	O
అదేగ్రూప్	NN	O	O
లో	PSP	O	O
రూప	NNP	B-PERSON	B-PERSON
అనే	UT	O	O
అమ్మాయి	NN	O	O
చేరింది	VM	O	O
.	SYM	O	O

అదేక్రమంలో	NN	O	O
ఆరు	QC	B-MISC	B-MISC
ఐరోపా	NNP	B-ORG	B-LOC
దేశాలకు	NN	O	O
చమురు	NN	O	O
సరఫరాలను	NN	O	O
నిలిపివేస్తున్నట్లు	VM	O	O
ప్రకటించింది	VM	O	O
.	SYM	O	O

తాడేపల్లిగూడేనికి	NNP	B-LOC	B-LOC
నిట్‌	NN	B-ORG	O
రావడంలో	VM	O	O
మంత్రి	NN	O	O
మాణిక్యాలరావు	NNP	B-PERSON	B-PERSON
కీలకపాత్ర	NN	O	O
పోషించారని	VM	O	O
వెంకయ్య	NNP	B-PERSON	B-PERSON
చెప్పారు	VM	O	O
.	SYM	O	O

భవిష్యత్	NN	O	O
లో	PSP	O	O
ప్రతి	JJ	O	O
ఇంటికి	NN	O	O
సుమారు	NN	O	O
15-20	QC	B-MISC	B-MISC
ఎంబిపిఎస్	NN	O	O
సామర్ధ్యం	NN	O	O
గల	RP	O	O
నెట్	NN	O	O
వర్క్	NN	O	O
ను	PSP	O	O
విస్తరిస్తామన్నారు	VM	O	O
.	SYM	O	O

అంతేగాక	CC	O	O
రామసుబ్బారెడ్డి	NNP	B-PERSON	B-ORG
పినతల్లి	NNP	O	I-ORG
స్వర్గీయ	NN	O	O
జి	NNP	B-PERSON	B-PERSON
శివారెడ్డి	NNP	I-PERSON	I-PERSON
సతీమణి	NN	O	O
లక్ష్మీదేవమ్మ	NNP	B-PERSON	B-PERSON
,	SYM	O	O
వారి	PRP	O	O
కుటుంబ	NN	O	O
సభ్యులు	NN	O	O
బాబు	NNP	B-PERSON	B-PERSON
,	SYM	O	O
లోకేష్	NNP	B-PERSON	B-LOC
ను	PSP	O	O
రెండు	QC	B-MISC	B-MISC
రోజుల	NN	I-MISC	I-MISC
క్రితం	NN	O	O
నేరుగా	RB	O	O
కలిసి	VM	O	O
ఆదినారాయణరెడ్డిని	NNP	B-PERSON	B-LOC
పార్టీలో	NN	O	O
చేర్చుకోవద్దని	VM	O	O
కోరినట్లు	VM	O	O
సమాచారం	NN	O	O
.	SYM	O	O

ఏయే	WQ	O	O
దేశాలపై	NN	O	O
ప్రభావం	NN	O	O
?	SYM	O	O

ద్రవ్యోల్బనం	NN	O	O
అదుపులో	NN	O	O
ఉన్నప్పుడే	VM	O	O
వడ్డీ	NN	O	O
రేట్ల	NN	O	O
తగ్గింపు	VM	O	O
సాధ్యమని	VM	O	O
ఆర్బీఐ	NNP	B-ORG	B-ORG
గవర్నర్	NN	O	O
రఘురామ్	NNP	B-PERSON	B-PERSON
రాజన్	NNP	I-PERSON	I-PERSON
తేల్చిచెప్పారు	VM	O	O
.	SYM	O	O

పశ్చిమ	NNP	B-LOC	B-LOC
గోదావరి	NNP	I-LOC	I-LOC
జిల్లా	NN	O	O
తాడేపల్లిగూడెంలో	NNP	B-LOC	B-LOC
నేషనల్‌	NN	B-ORG	O
ఇనిస్టిట్యూట్‌	NN	I-ORG	O
ఆఫ్‌	NN	I-ORG	O
టెక్నాలజీ	NN	I-ORG	O
(	SYM	O	O
నిట్‌	NN	B-ORG	O
)	SYM	O	O
కు	PSP	O	O
గురువారం	NN	B-MISC	O
ఆయన	PRP	O	O
శంకుస్థాపన	NN	O	O
చేశారు	VM	O	O
.	SYM	O	O

అన్న	UT	O	O
మహోత్తర	NN	O	O
ఘట్టానికి	NN	O	O
వాస్తవంలో	NN	O	O
చూడటం	VM	O	O
ద్వారా	PSP	O	O
రైతులందరూ	NN	O	O
సంతోషిస్తున్నారన్నారు	VM	O	O
.	SYM	O	O

భారత	NNP	B-LOC	B-LOC
ప్రభుత్వం	NN	O	O
ఒక	JJ	B-MISC	O
రూపాయి	NN	I-MISC	O
నోట్లు	NN	O	O
మద్రించకుండా	VM	O	O
2011	QC	B-MISC	B-MISC
కాయినేజ్‌	NN	O	O
చట్టం	NN	O	O
,	SYM	O	O
నిషేధించదని	VM	O	O
న్యాయశాఖ	NN	B-ORG	O
తమ	PRP	O	O
సమాధానంలో	NN	O	O
పేర్కొంది	VM	O	O
.	SYM	O	O

బికనీర్	NNP	B-LOC	B-LOC
(	SYM	O	O
రాజస్థాన్	NNP	B-LOC	B-LOC
)	SYM	O	O
,	SYM	O	O
ఆగస్టు	NN	B-MISC	B-MISC
30	QC	I-MISC	I-MISC
:	SYM	O	O
రాజస్థాన్	NNP	B-LOC	B-LOC
లో	PSP	O	O
ఆదివారం	NN	B-MISC	B-MISC
ఘోర	NN	O	O
రోడ్డు	NNP	O	B-LOC
ప్రమాదం	NN	O	O
జరిగింది	VM	O	O
.	SYM	O	O

ఈ	DEM	O	O
క్రమంలో	NN	O	O
క్రిస్‌	NNP	B-PERSON	B-PERSON
ఎవర్ట్	NNP	I-PERSON	I-PERSON
రికార్డు	NN	O	O
(	SYM	O	O
6	QC	B-MISC	B-MISC
టైటిల్స	NN	O	O
)	SYM	O	O
ను	PSP	O	O
సెరెనా	NNP	B-PERSON	B-PERSON
సమం	NN	O	O
చేసింది	VM	O	O
.	SYM	O	O

ఏమీ	WQ	O	O
పాలుపోవడం	VM	O	O
లేదు	VM	O	O
.	SYM	O	O

ఈ	DEM	O	O
నెల	NN	O	O
25	QC	B-MISC	B-MISC
న	NN	O	O
ఐక్యరాజ్య	NN	B-ORG	O
సమితి	NN	I-ORG	O
జనరల్	NN	O	O
అసెంబ్లీలో	NN	O	O
నిలకడైన	JJ	O	O
అభివృద్ధిపై	NN	O	O
జరిగే	VM	O	O
శిఖరాగ్ర	NN	O	O
సదస్సులో	NN	O	O
ప్రసంగించడం	VM	O	O
కోసం	PSP	O	O
ప్రధాని	NN	O	O
నరేంద్ర	NNP	B-PERSON	B-PERSON
మోదీ	NNP	I-PERSON	I-PERSON
మరో	QF	O	O
వారం	NN	B-MISC	O
రోజుల్లో	NN	I-MISC	O
ఇక్కడికి	NST	O	O
రానున్న	VM	O	O
విషయం	NN	O	O
తెలిసిందే	VM	O	O
.	SYM	O	O

స్వేచ్ఛను	NN	O	O
కోరుకునే	VM	O	O
వారు	PRP	O	O
బాధ్యతాయుతంగా	RB	O	O
వ్యవహరించాలని	VM	O	O
,	SYM	O	O
అలాంటి	JJ	O	O
వారిని	PRP	O	O
రక్షించేందుకు	VM	O	O
ప్రభుత్వం	NN	O	O
ఎపుడూ	WQ	O	O
ముందుంటుందని	NN	O	O
అన్నారు	VM	O	O
.	SYM	O	O

ఎప్పటికప్పుడు	NST	O	O
వాళ్ళు	PRP	O	O
ఉప్పెనవచ్చి	VM	O	O
తమ	PRP	O	O
నగరాన్ని	NN	O	O
ముంచెత్తిందీ	NN	O	O
లేనిదీ	VM	O	O
ఆతృతగా	RB	O	O
,	SYM	O	O
కొండమీదనుంచి	NN	O	O
చూస్తూ	VM	O	O
,	SYM	O	O
ఉండే	VM	O	O
వాళ్ళు	PRP	O	O
.	SYM	O	O

ఉద్యమం	NN	O	O
చేస్తున్న	VM	O	O
ఉద్యోగ	NN	O	O
సంఘాల	NN	O	O
నేతలను	NN	O	O
తొలగించేందుకు	VM	O	O
ప్రభుత్వం	NN	O	O
ఫైలును	NN	O	O
సిద్ధం	NN	O	O
చేసినట్లు	VM	O	O
వార్తలు	NN	O	O
వస్తుండగా	VM	O	O
,	SYM	O	O
